Attendance Date,Employee Code,Department,Begin Time,End Time,In Time,Out Time,Duration,LateBy,EarlyBy,LeaveType,Leave Status,Punch Records,Over Time,Att Status,Status Code,Employee Device Code
17-May-2018,117,Default,09:30,18:30,12:57:51,,00:00,03:28,00:00,,0,12:57:51(in);,0,Present,P,117
16-May-2018,118,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,118
17-May-2018,118,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,118
16-May-2018,119,Default,09:30,18:30,09:08:40,18:28:39,09:00,00:00,00:00,,0,09:08:40(in);18:28:39(in);,20,Present,P,119
17-May-2018,119,Default,09:30,18:30,09:18:38,,00:00,00:00,00:00,,0,09:18:38(in);,0,Present,P,119
16-May-2018,120,Default,09:30,18:30,09:57:53,19:07:42,09:00,00:28,00:00,,0,09:57:53(in);19:07:42(in);,10,Present,P,120
17-May-2018,120,Default,09:30,18:30,09:52:35,,00:00,00:23,00:00,,0,09:52:35(in);,0,Present,P,120
16-May-2018,121,Default,09:30,18:30,09:58:28,,00:00,00:28,00:00,,0,09:58:28(in);,0,Present,P,121
17-May-2018,121,Default,09:30,18:30,10:05:34,,00:00,00:36,00:00,,0,10:05:34(in);,0,Present,P,121
16-May-2018,122,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,122
17-May-2018,122,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,122
16-May-2018,123,Default,09:30,18:30,09:43:50,18:44:17,09:00,00:00,00:00,,0,09:43:50(in);18:44:17(in);,0,Present,P,123
17-May-2018,123,Default,09:30,18:30,09:44:13,,00:00,00:00,00:00,,0,09:44:13(in);,0,Present,P,123
16-May-2018,139,Default,09:30,18:30,09:31:54,18:34:04,09:00,00:00,00:00,,0,09:31:54(in);18:34:04(in);,0,Present,P,139
17-May-2018,139,Default,09:30,18:30,09:39:31,,00:00,00:00,00:00,,0,09:39:31(in);,0,Present,P,139
16-May-2018,140,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,140
17-May-2018,140,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,140
16-May-2018,153,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,153
17-May-2018,153,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,153
16-May-2018,177,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,177
17-May-2018,177,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,177
16-May-2018,178,Default,09:30,18:30,09:45:31,18:33:56,08:48,00:16,00:00,,0,09:45:31(in);18:33:56(in);,0,Present,P,178
17-May-2018,178,Default,09:30,18:30,09:34:11,,00:00,00:00,00:00,,0,09:34:11(in);,0,Present,P,178
16-May-2018,185,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,185
17-May-2018,185,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,185
16-May-2018,187,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,187
17-May-2018,187,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,187
16-May-2018,191,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,191
17-May-2018,191,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,191
16-May-2018,193,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,193
17-May-2018,193,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,193
16-May-2018,195,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,195
17-May-2018,195,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,195
16-May-2018,198,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,198
17-May-2018,198,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,198
16-May-2018,200,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,200
17-May-2018,200,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,200
16-May-2018,202,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,202
17-May-2018,202,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,202
16-May-2018,203,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,203
17-May-2018,203,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,203
16-May-2018,209,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,209
17-May-2018,209,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,209
16-May-2018,211,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,211
17-May-2018,211,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,211
16-May-2018,212,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,212
17-May-2018,212,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,212
16-May-2018,213,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,213
17-May-2018,213,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,213
16-May-2018,217,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,217
17-May-2018,217,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,217
16-May-2018,218,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,218
17-May-2018,218,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,218
16-May-2018,223,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,223
17-May-2018,223,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,223
16-May-2018,224,Default,09:30,18:30,09:37:41,19:19:46,09:00,00:00,00:00,,0,09:37:41(in);19:19:46(in);,42,Present,P,224
17-May-2018,224,Default,09:30,18:30,09:38:00,,00:00,00:00,00:00,,0,09:38:00(in);,0,Present,P,224
16-May-2018,226,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,226
17-May-2018,226,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,226
16-May-2018,227,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,227
17-May-2018,227,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,227
16-May-2018,230,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,230
17-May-2018,230,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,230
16-May-2018,233,Default,09:30,18:30,10:05:14,18:18:13,08:13,00:35,00:00,,0,10:05:14(in);18:18:13(in);,0,1/2Present,1/2P,233
17-May-2018,233,Default,09:30,18:30,09:58:47,,00:00,00:29,00:00,,0,09:58:47(in);,0,Present,P,233
16-May-2018,240,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,240
17-May-2018,240,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,240
16-May-2018,300,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,300
17-May-2018,300,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,300
16-May-2018,301,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,301
17-May-2018,301,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,301
16-May-2018,302,Default,09:30,18:30,08:48:57,19:08:10,09:00,00:00,00:00,,0,08:48:57(in);19:08:10(in);,79,Present,P,302
17-May-2018,302,Default,09:30,18:30,08:59:06,,00:00,00:00,00:00,,0,08:59:06(in);,0,Present,P,302
16-May-2018,303,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,303
17-May-2018,303,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,303
16-May-2018,304,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,304
17-May-2018,304,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,304
16-May-2018,305,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,305
17-May-2018,305,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,305
16-May-2018,306,Default,09:30,18:30,18:35:54,,00:00,09:06,00:00,,0,18:35:54(in);,0,Present,P,306
17-May-2018,306,Default,09:30,18:30,09:07:49,,00:00,00:00,00:00,,0,09:07:49(in);,0,Present,P,306
16-May-2018,307,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,307
17-May-2018,307,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,307
16-May-2018,308,Default,09:30,18:30,09:13:05,18:19:54,09:00,00:00,00:00,,0,09:13:05(in);18:19:54(in);,0,Present,P,308
17-May-2018,308,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,308
16-May-2018,309,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,309
17-May-2018,309,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,309
16-May-2018,310,Default,09:30,18:30,09:26:37,18:39:52,09:00,00:00,00:00,,0,09:26:37(in);18:39:52(in);,13,Present,P,310
17-May-2018,310,Default,09:30,18:30,09:26:55,,00:00,00:00,00:00,,0,09:26:55(in);,0,Present,P,310
16-May-2018,311,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,311
17-May-2018,311,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,311
16-May-2018,312,Default,09:30,18:30,09:05:51,18:34:10,09:00,00:00,00:00,,0,09:05:51(in);18:34:10(in);,28,Present,P,312
17-May-2018,312,Default,09:30,18:30,09:03:04,,00:00,00:00,00:00,,0,09:03:04(in);,0,Present,P,312
16-May-2018,313,Default,09:30,18:30,08:50:54,,00:00,00:00,00:00,,0,08:50:54(in);,0,Present,P,313
17-May-2018,313,Default,09:30,18:30,09:01:26,,00:00,00:00,00:00,,0,09:01:26(in);,0,Present,P,313
16-May-2018,314,Default,09:30,18:30,09:09:07,,00:00,00:00,00:00,,0,09:09:07(in);,0,Present,P,314
17-May-2018,314,Default,09:30,18:30,09:03:01,,00:00,00:00,00:00,,0,09:03:01(in);,0,Present,P,314
16-May-2018,315,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,315
17-May-2018,315,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,315
16-May-2018,316,Default,09:30,18:30,09:02:41,18:09:37,09:00,00:00,00:20,,0,09:02:41(in);18:09:37(in);,0,Present,P,316
17-May-2018,316,Default,09:30,18:30,09:01:19,,00:00,00:00,00:00,,0,09:01:19(in);,0,Present,P,316
16-May-2018,317,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,317
17-May-2018,317,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,317
16-May-2018,318,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,318
17-May-2018,318,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,318
16-May-2018,319,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,319
17-May-2018,319,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,319
16-May-2018,321,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,321
17-May-2018,321,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,321
16-May-2018,322,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,322
17-May-2018,322,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,322
16-May-2018,323,Default,09:30,18:30,08:50:31,19:49:03,09:00,00:00,00:00,,0,08:50:31(in);19:49:03(in);,119,Present,P,323
17-May-2018,323,Default,09:30,18:30,08:52:12,,00:00,00:00,00:00,,0,08:52:12(in);,0,Present,P,323
16-May-2018,324,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,324
17-May-2018,324,Default,09:30,18:30,08:36:09,,00:00,00:00,00:00,,0,08:36:09(in);,0,Present,P,324
16-May-2018,325,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,325
17-May-2018,325,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,325
16-May-2018,326,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,326
17-May-2018,326,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,326
16-May-2018,327,Default,09:30,18:30,08:54:06,,00:00,00:00,00:00,,0,08:54:06(in);,0,Present,P,327
17-May-2018,327,Default,09:30,18:30,08:54:43,,00:00,00:00,00:00,,0,08:54:43(in);,0,Present,P,327
16-May-2018,328,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,328
17-May-2018,328,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,328
16-May-2018,329,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,329
17-May-2018,329,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,329
16-May-2018,330,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,330
17-May-2018,330,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,330
16-May-2018,331,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,331
17-May-2018,331,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,331
16-May-2018,332,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,332
17-May-2018,332,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,332
16-May-2018,333,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,333
17-May-2018,333,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,333
16-May-2018,334,Default,09:30,18:30,08:47:34,19:10:22,09:00,00:00,00:00,,0,08:47:34(in);19:10:22(in);,83,Present,P,334
17-May-2018,334,Default,09:30,18:30,08:40:10,,00:00,00:00,00:00,,0,08:40:10(in);,0,Present,P,334
16-May-2018,335,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,335
17-May-2018,335,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,335
16-May-2018,337,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,337
17-May-2018,337,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,337
16-May-2018,338,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,338
17-May-2018,338,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,338
16-May-2018,340,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,340
17-May-2018,340,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,340
16-May-2018,341,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,341
17-May-2018,341,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,341
16-May-2018,342,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,342
17-May-2018,342,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,342
16-May-2018,343,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,343
17-May-2018,343,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,343
16-May-2018,344,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,344
17-May-2018,344,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,344
16-May-2018,345,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,345
17-May-2018,345,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,345
16-May-2018,346,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,346
17-May-2018,346,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,346
16-May-2018,347,Default,09:30,18:30,08:52:53,18:54:46,09:00,00:00,00:00,,0,08:52:53(in);18:54:46(in);,62,Present,P,347
17-May-2018,347,Default,09:30,18:30,08:55:01,,00:00,00:00,00:00,,0,08:55:01(in);,0,Present,P,347
16-May-2018,348,Default,09:30,18:30,15:52:35,,00:00,06:23,00:00,,0,15:52:35(in);,0,Present,P,348
17-May-2018,348,Default,09:30,18:30,07:32:11,,00:00,00:00,00:00,,0,07:32:11(in);,0,Present,P,348
16-May-2018,351,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,351
17-May-2018,351,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,351
16-May-2018,352,Default,09:30,18:30,08:57:28,18:07:10,09:00,00:00,00:23,,0,08:57:28(in);18:07:10(in);,10,Present,P,352
17-May-2018,352,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,352
16-May-2018,353,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,353
17-May-2018,353,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,353
16-May-2018,354,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,354
17-May-2018,354,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,354
16-May-2018,356,Default,09:30,18:30,08:57:08,,00:00,00:00,00:00,,0,08:57:08(in);,0,Present,P,356
17-May-2018,356,Default,09:30,18:30,09:00:23,,00:00,00:00,00:00,,0,09:00:23(in);,0,Present,P,356
16-May-2018,357,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,357
17-May-2018,357,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,357
16-May-2018,362,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,362
17-May-2018,362,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,362
16-May-2018,364,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,364
17-May-2018,364,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,364
16-May-2018,365,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,365
17-May-2018,365,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,365
16-May-2018,366,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,366
17-May-2018,366,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,366
16-May-2018,367,Default,09:30,18:30,09:03:45,18:12:09,09:00,00:00,00:18,,0,09:03:45(in);18:12:09(in);,0,Present,P,367
17-May-2018,367,Default,09:30,18:30,09:26:09,,00:00,00:00,00:00,,0,09:26:09(in);,0,Present,P,367
16-May-2018,368,Default,09:30,18:30,08:50:58,,00:00,00:00,00:00,,0,08:50:58(in);,0,Present,P,368
17-May-2018,368,Default,09:30,18:30,08:59:15,,00:00,00:00,00:00,,0,08:59:15(in);,0,Present,P,368
16-May-2018,369,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,369
17-May-2018,369,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,369
16-May-2018,370,Default,09:30,18:30,10:44:28,19:40:15,08:56,01:14,00:00,,0,10:44:28(in);19:40:15(in);,0,Present,P,370
17-May-2018,370,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,370
16-May-2018,371,Default,09:30,18:30,10:01:02,18:38:16,08:37,00:31,00:00,,0,10:01:02(in);18:38:16(in);,0,Present,P,371
17-May-2018,371,Default,09:30,18:30,09:38:11,,00:00,00:00,00:00,,0,09:38:11(in);,0,Present,P,371
16-May-2018,372,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,372
17-May-2018,372,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,372
16-May-2018,373,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,373
17-May-2018,373,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,373
16-May-2018,374,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,374
17-May-2018,374,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,374
16-May-2018,375,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,375
17-May-2018,375,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,375
16-May-2018,377,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,377
17-May-2018,377,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,377
16-May-2018,378,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,378
17-May-2018,378,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,378
16-May-2018,379,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,379
17-May-2018,379,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,379
16-May-2018,380,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,380
17-May-2018,380,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,380
16-May-2018,381,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,381
17-May-2018,381,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,381
16-May-2018,382,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,382
17-May-2018,382,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,382
16-May-2018,383,Default,09:30,18:30,08:52:24,18:07:07,09:00,00:00,00:23,,0,08:52:24(in);18:07:07(in);,15,Present,P,383
17-May-2018,383,Default,09:30,18:30,09:00:34,,00:00,00:00,00:00,,0,09:00:34(in);,0,Present,P,383
16-May-2018,384,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,384
17-May-2018,384,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,384
16-May-2018,385,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,385
17-May-2018,385,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,385
16-May-2018,386,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,386
17-May-2018,386,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,386
16-May-2018,387,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,387
17-May-2018,387,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,387
16-May-2018,388,Default,09:30,18:30,09:42:57,,00:00,00:00,00:00,,0,09:42:57(in);,0,Present,P,388
17-May-2018,388,Default,09:30,18:30,09:37:43,,00:00,00:00,00:00,,0,09:37:43(in);,0,Present,P,388
16-May-2018,389,Default,09:30,18:30,09:41:09,19:01:37,09:00,00:00,00:00,,0,09:41:09(in);19:01:37(in);,20,Present,P,389
17-May-2018,389,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,389
16-May-2018,390,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,390
17-May-2018,390,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,390
16-May-2018,391,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,391
17-May-2018,391,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,391
16-May-2018,392,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,392
17-May-2018,392,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,392
16-May-2018,393,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,393
17-May-2018,393,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,393
16-May-2018,394,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,394
17-May-2018,394,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,394
16-May-2018,395,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,395
17-May-2018,395,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,395
16-May-2018,396,Default,09:30,18:30,09:48:10,19:01:39,09:00,00:18,00:00,,0,09:48:10(in);19:01:39(in);,13,Present,P,396
17-May-2018,396,Default,09:30,18:30,10:04:52,,00:00,00:35,00:00,,0,10:04:52(in);,0,Present,P,396
16-May-2018,398,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,398
17-May-2018,398,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,398
16-May-2018,399,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,399
17-May-2018,399,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,399
16-May-2018,400,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,400
17-May-2018,400,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,400
16-May-2018,401,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,401
17-May-2018,401,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,401
16-May-2018,402,Default,09:30,18:30,09:49:42,18:52:24,09:00,00:20,00:00,,0,09:49:42(in);13:43:49(in);13:55:22(in);18:52:24(in);,0,Present,P,402
17-May-2018,402,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,402
16-May-2018,403,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,403
17-May-2018,403,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,403
16-May-2018,404,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,404
17-May-2018,404,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,404
16-May-2018,405,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,405
17-May-2018,405,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,405
16-May-2018,406,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,406
17-May-2018,406,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,406
16-May-2018,407,Default,09:30,18:30,09:36:46,18:31:17,08:55,00:00,00:00,,0,09:36:46(in);18:31:17(in);,0,Present,P,407
17-May-2018,407,Default,09:30,18:30,09:44:38,,00:00,00:00,00:00,,0,09:44:38(in);,0,Present,P,407
16-May-2018,408,Default,09:30,18:30,09:24:40,18:32:02,09:00,00:00,00:00,,0,09:24:40(in);18:32:02(in);,0,Present,P,408
17-May-2018,408,Default,09:30,18:30,09:26:02,,00:00,00:00,00:00,,0,09:26:02(in);,0,Present,P,408
16-May-2018,409,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,409
17-May-2018,409,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,409
16-May-2018,410,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,410
17-May-2018,410,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,410
16-May-2018,411,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,411
17-May-2018,411,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,411
16-May-2018,412,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,412
